userName,content,score,sentimen,sentimen_encoded,content_cleaned
Bintang Zakaria Sasha,cepat murah super driver maxim tuju ka harap maklum profional order terima jln tuju,5,Puas,1,cepat murah super driver maxim tuju ka harap maklum profional order terima jln tuju
Muhammad Adi maulana,driver tidur motor mesum bau pake jaket kasi ulas langsung apk hbngin maxim nol parah cewe mending pake grab gojek hindarin maxim dah,1,Tidak Puas,2,driver tidur motor mesum bau pake jaket kasi ulas langsung apk hbngin maxim nol parah cewe mending pake grab gojek hindarin maxim dah
Anan Gunawan,layan aplikasi murah hemat langgan,5,Puas,1,layan aplikasi murah hemat langgan
nur nurlelaa,kariawan,5,Puas,1,kariawan
Erix Alfianto,bantu,5,Puas,1,bantu
Vario Pink,buruk hp sy suka order makan ojek jls hr da aj tlp drmaxim mengaggu,1,Tidak Puas,2,buruk hp sy suka order makan ojek jls hr da aj tlp drmaxim mengaggu
Taufikrolansah Na70,top saldo masuk gitu adminnya gede banget,1,Tidak Puas,2,top saldo masuk gitu adminnya gede banget
Lukman Hidayat,isi kaspro saldo masuk,3,Netral,0,isi kaspro saldo masuk
Nani Kriswati,aplikasi muantap mumer,5,Puas,1,aplikasi muantap mumer
ocktavilia ramadhani,jujur bingung banget maxim contoh ni pagi kampus rumah biaya kampus rumah murah,1,Tidak Puas,2,jujur bingung banget maxim contoh ni pagi kampus rumah biaya kampus rumah murah
Bayu Fajariyanto,order fiktif cs respon,1,Tidak Puas,2,order fiktif cs respon
Naysilah mokodompit,susah driver mobil,1,Tidak Puas,2,susah driver mobil
M Yano Wahyudi,gila potong admin mode gerampok klo ewalet admin stlh saldo masuk apl kena admin lg total gila tuh,1,Tidak Puas,2,gila potong admin mode gerampok klo ewalet admin stlh saldo masuk apl kena admin lg total gila tuh
Yuliana Hamasiakh,hujan nggak jelek banget hujan suka harga,2,Tidak Puas,2,hujan nggak jelek banget hujan suka harga
Suci Maharani,sbnrnya bagus driver jorok sngaja pesan mobil biar g panas bdebu mlah buka kaca mobil ni td brusan suruh nunggu sy tunggu kantor mlh tbtb cancel pdhl order duluan enak driver mlh cancel pdhl atas td dh nolak anter driver minimal tarok rating driver biar kmi bsa tarok driver rating cancel sakit hati bnget jam bru jmput sma driver bru pdhl dkt bgt antr rmhku g ad km,3,Netral,0,sbnrnya bagus driver jorok sngaja pesan mobil biar g panas bdebu mlah buka kaca mobil ni td brusan suruh nunggu sy tunggu kantor mlh tbtb cancel pdhl order duluan enak driver mlh cancel pdhl atas td dh nolak anter driver minimal tarok rating driver biar kmi bsa tarok driver rating cancel sakit hati bnget jam bru jmput sma driver bru pdhl dkt bgt antr rmhku g ad km
Syifaunlatifa,murah si tpi layan alamat gin dlu krna kadang cepet karna sibuk nyari laksana nyampe,2,Tidak Puas,2,murah si tpi layan alamat gin dlu krna kadang cepet karna sibuk nyari laksana nyampe
Matnusin,ok,5,Puas,1,ok
Alifah dian Sumaredi,waaaaaaax lllrrrrrrrp,5,Puas,1,waaaaaaax lllrrrrrrrp
Surya Darma,nyari almat,3,Netral,0,nyari almat
rahmi rahma,susah dapet supirnya pilih pilih tumpang,3,Netral,0,susah dapet supirnya pilih pilih tumpang
Hamzah Faisal,ok,5,Puas,1,ok
Ijai Lani,dah klau order makan masuk drivernya nanya pesan trs harga kadang sesuai aplikasi,4,Puas,1,dah klau order makan masuk drivernya nanya pesan trs harga kadang sesuai aplikasi
Aldi Bae138,titik jemput akurat,1,Tidak Puas,2,titik jemput akurat
Budi Hermawan,ok,5,Puas,1,ok
Denny Hariyanto,aplikasi axesibel tunanetra lokasi kadang pas kadang nggak gimana sahabat netra,1,Tidak Puas,2,aplikasi axesibel tunanetra lokasi kadang pas kadang nggak gimana sahabat netra
AANG KURNIAWAN,bantu terimakasih,5,Puas,1,bantu terimakasih
Yu channel,hapus tarif car hemat tumpang bawa barang full cargo bayar sesuai aplikasi car hemat tulis khusus tumpang,5,Puas,1,hapus tarif car hemat tumpang bawa barang full cargo bayar sesuai aplikasi car hemat tulis khusus tumpang
agung wijaya,ok,5,Puas,1,ok
rajab shadiq,tolong aplikasi tumpang biar tumpang order kasih like selesai order langsung kasi perintah ulas tumpang perhati masalah kait puas jasa fidbeck driver aplikasi tau manusia drivernya ulas puas habis make jasa driver,1,Tidak Puas,2,tolong aplikasi tumpang biar tumpang order kasih like selesai order langsung kasi perintah ulas tumpang perhati masalah kait puas jasa fidbeck driver aplikasi tau manusia drivernya ulas puas habis make jasa driver
Manusia Topeng,jgn pakai wallet ks pro potonganya gede blokir apk gembel,1,Tidak Puas,2,jgn pakai wallet ks pro potonganya gede blokir apk gembel
Yusnia Lestari,sen driver jauh aneh maps baru susah cari titik pas driver kalo ngga ya jutek karna sesuai titik pas baru maps sampe customer driver salah faham,2,Tidak Puas,2,sen driver jauh aneh maps baru susah cari titik pas driver kalo ngga ya jutek karna sesuai titik pas baru maps sampe customer driver salah faham
Adhi Hendrika,pake rasa ongkos murah nyata rela kembali krn driver uang kembali gt pesan klo harga bayar dg ojol tau driver kerja kerja kali driver kembali lumayan klo kumpul kembali bs order ya kali pake ojol ijo harga harga maxim kembali kecewa,1,Tidak Puas,2,pake rasa ongkos murah nyata rela kembali krn driver uang kembali gt pesan klo harga bayar dg ojol tau driver kerja kerja kali driver kembali lumayan klo kumpul kembali bs order ya kali pake ojol ijo harga harga maxim kembali kecewa
Ahmad ari Setiyo,q pke maxim kali q kecewa dgn selasa kemaren tepat bandara soekarno hatta sngkat cerita ln kebayoran karna bawa tas inisiatif maxim hmpir stgh jam tdk kemudi orang maxim bandara tawar pesan lwt hpnya dapat dgn sepakat sesuai aplikasi q bayar tol parkir sampe dimintain apkah tol parkir,1,Tidak Puas,2,q pke maxim kali q kecewa dgn selasa kemaren tepat bandara soekarno hatta sngkat cerita ln kebayoran karna bawa tas inisiatif maxim hmpir stgh jam tdk kemudi orang maxim bandara tawar pesan lwt hpnya dapat dgn sepakat sesuai aplikasi q bayar tol parkir sampe dimintain apkah tol parkir
Thalib Bin Yahya,gambar titik drivernya kasi warna kuning bosq,4,Puas,1,gambar titik drivernya kasi warna kuning bosq
A. Wisnu A.N.,bagus aplikasi tolong baru maxim thank,5,Puas,1,bagus aplikasi tolong baru maxim thank
Pearl artalita Pardede,hujan susah nerima order tambah uang nggak malas kali,1,Tidak Puas,2,hujan susah nerima order tambah uang nggak malas kali
Fredy zizwanto,gimana maxim aplikasi riwayat order padaha butuh nota klaim kantor klau aplikasi jgn rugi konsumen,1,Tidak Puas,2,gimana maxim aplikasi riwayat order padaha butuh nota klaim kantor klau aplikasi jgn rugi konsumen
Elias Adolf Sarumaha,wow,5,Puas,1,wow
Bengkulu,kemarin kakak top kaspro anjir untung coba tf walet kaspro eh masuk hhhhh kocakk,1,Tidak Puas,2,kemarin kakak top kaspro anjir untung coba tf walet kaspro eh masuk hhhhh kocakk
Ida sayang Sayang,oc,5,Puas,1,oc
bijisalakkudanil,bagus,5,Puas,1,bagus
Sofia,bagus,4,Puas,1,bagus
Ryantoni Akhsal,bagus,5,Puas,1,bagus
Winoto Anton,harga sesuai jarak,1,Tidak Puas,2,harga sesuai jarak
Berlin Pah,skrg maxim sengaja kasih suah orang ketemu driver spaya bayar dlu driver kasih harga takut orang lari sengaja bgitu,2,Tidak Puas,2,skrg maxim sengaja kasih suah orang ketemu driver spaya bayar dlu driver kasih harga takut orang lari sengaja bgitu
Yulius Manu,bagus,5,Puas,1,bagus
8C_Stevano Sunuprakoso Sosroraharjo,saran kode voucher diskon ya apk driver harga display harga potong device display driver situ takut kontra driver user,4,Puas,1,saran kode voucher diskon ya apk driver harga display harga potong device display driver situ takut kontra driver user
RIDWAN BAEHAQI FATHU RAHMAN,cancel susah banget klik batal suruh isi hasil diemin biar kurir batal warung tutup,1,Tidak Puas,2,cancel susah banget klik batal suruh isi hasil diemin biar kurir batal warung tutup
khabibi Bibi,bantu,5,Puas,1,bantu
Berliana Tamaria,alamat ad google maps ad maxim jdi sysahhhh,1,Tidak Puas,2,alamat ad google maps ad maxim jdi sysahhhh
Muh Zaidan Sahril,tdaj dpt peta mapsx susah cari alamat tuju jemput aplikasi msih kekuranganx,1,Tidak Puas,2,tdaj dpt peta mapsx susah cari alamat tuju jemput aplikasi msih kekuranganx
Umi,jelek lambat nyari kendara burik,1,Tidak Puas,2,jelek lambat nyari kendara burik
Deny Nia,cepat,5,Puas,1,cepat
Suherman Purba,murah kerja kantor profesional ngx bejus,1,Tidak Puas,2,murah kerja kantor profesional ngx bejus
Subianto,good,5,Puas,1,good
J Benggu,nice,5,Puas,1,nice
Ary Hidayat,,5,Puas,1,
Dimas Arif,mantap,5,Puas,1,mantap
Vian PM,mohon update maps karna titik lokasi pindah aplikasi maxim ubah,4,Puas,1,mohon update maps karna titik lokasi pindah aplikasi maxim ubah
Dinda Rahayu,tolong maksim ny akun eror gara gara maksim makan syaa batal cari maksim maksim lagimakan tu nerima klu makan mati lh maksim gara gara akun eror mesan maxsim masuk salah megirim akun pake usia hp syaa tolong admin maksim atur klu makan mati akun maksim,3,Netral,0,tolong maksim ny akun eror gara gara maksim makan syaa batal cari maksim maksim lagimakan tu nerima klu makan mati lh maksim gara gara akun eror mesan maxsim masuk salah megirim akun pake usia hp syaa tolong admin maksim atur klu makan mati akun maksim
Marhamah Nurul Lailie Azizah,inu maxim ngubah tuju titik jemput gakenak drivernya sampe ngomongnya,3,Netral,0,inu maxim ngubah tuju titik jemput gakenak drivernya sampe ngomongnya
Adhitya Wicaksana,ya alam buruk pake aplikasi drivernya ongkos lipat harga aplikasi parah jelek maxim,1,Tidak Puas,2,ya alam buruk pake aplikasi drivernya ongkos lipat harga aplikasi parah jelek maxim
Anang Wong,bagus,5,Puas,1,bagus
HAZRIL NASRUL PRATAMA,pesan dj batal tunggu kurir ambil pesan,1,Tidak Puas,2,pesan dj batal tunggu kurir ambil pesan
33_Miftaqhul Adhilla,kalo usdah dicancel brrti kt driver kasi klo pesan ualng,1,Tidak Puas,2,kalo usdah dicancel brrti kt driver kasi klo pesan ualng
Khafid,manfaat bantu transfortasi cepat aman,5,Puas,1,manfaat bantu transfortasi cepat aman
Wahid Priyono,suka dg maxim klo bayar cash simpel efisien mudah langgan keren kombinasi mode jadul modern user friendly kalang,5,Puas,1,suka dg maxim klo bayar cash simpel efisien mudah langgan keren kombinasi mode jadul modern user friendly kalang
hermawan mawan,bintang karna pilih jalur gang jalur harga mahal tolong baik,1,Tidak Puas,2,bintang karna pilih jalur gang jalur harga mahal tolong baik
Ladzi Jaya syuhada,keren,5,Puas,1,keren
yuyu yiyi,jalan gebukin gua anjg,1,Tidak Puas,2,jalan gebukin gua anjg
Hazel Prasetya,moga lancar,5,Puas,1,moga lancar
Riko Bagaskara,aplikasi go rides delivery buat rusia milik tarif murah bikin saing dunia ojolan indonesia saran driver maxim ketat seleksi driver spesifikasi kendara manfaat fitur promo mohon perhati layan driver kerja bakti,5,Puas,1,aplikasi go rides delivery buat rusia milik tarif murah bikin saing dunia ojolan indonesia saran driver maxim ketat seleksi driver spesifikasi kendara manfaat fitur promo mohon perhati layan driver kerja bakti
Bunda Miro,maxim titik lokasi ngaco alamat asli titik tuju jarak banget gilaa,2,Tidak Puas,2,maxim titik lokasi ngaco alamat asli titik tuju jarak banget gilaa
COKRO WIJOYO,mantap maxim tambah baru bajaj sukses maxim buat aplikasi maxim,5,Puas,1,mantap maxim tambah baru bajaj sukses maxim buat aplikasi maxim
Basuki Widodo,tipu mbelgedhes registrasi ulang kode promo maxim uang jajan maxim daftar uang masuk,1,Tidak Puas,2,tipu mbelgedhes registrasi ulang kode promo maxim uang jajan maxim daftar uang masuk
Abu Tolip,lncar cepat,3,Netral,0,lncar cepat
Andiko Emanuel,drivernya orang tua baca map aj gabisa hadehhhhhhhh,1,Tidak Puas,2,drivernya orang tua baca map aj gabisa hadehhhhhhhh
Usman _MM,mantap,5,Puas,1,mantap
Ape Suherman,moga berkah,5,Puas,1,moga berkah
Laenyong Inyong,ok,5,Puas,1,ok
Nuruhil Pajriah,tolong upgrade fitur costumer milik akun scam order tolong baik fitur hubung toko makan konfirmasi via chat driver driver dekat mudah jangkau jangkau driver kota wilayah costumer domisili cepat upgrade fiturnya,2,Tidak Puas,2,tolong upgrade fitur costumer milik akun scam order tolong baik fitur hubung toko makan konfirmasi via chat driver driver dekat mudah jangkau jangkau driver kota wilayah costumer domisili cepat upgrade fiturnya
Mahalli Fit,bagus,3,Netral,0,bagus
Muhammad Arriza,mohon tingkat metode kaspro top saldo kurang dbenahi,2,Tidak Puas,2,mohon tingkat metode kaspro top saldo kurang dbenahi
Fikih Ilman hidayat,top kaspro masuk masuk niat bgt maxim baik dah komplain,1,Tidak Puas,2,top kaspro masuk masuk niat bgt maxim baik dah komplain
Yola Pramita. W,maxime loading diblng jaring tpi bukak aplks lancar telat kerja,4,Puas,1,maxime loading diblng jaring tpi bukak aplks lancar telat kerja
Moh Ayyub,order makan susah kali driver,1,Tidak Puas,2,order makan susah kali driver
NovitaZein SR,order rumah elit tuju rumah elit ongkir situ elit pelit,1,Tidak Puas,2,order rumah elit tuju rumah elit ongkir situ elit pelit
Idiar Monkey D,isi saldo wallet ya kepake krena bnyak driver tdak krn tarik saldo isi saldo wallet ya blm jg pakai dptong rb tarik lokasi sya pangkal pinang,1,Tidak Puas,2,isi saldo wallet ya kepake krena bnyak driver tdak krn tarik saldo isi saldo wallet ya blm jg pakai dptong rb tarik lokasi sya pangkal pinang
Yayan Robbay,,5,Puas,1,
kakaopie,top kaspro riwayat order ilang timbul payah bgt,2,Tidak Puas,2,top kaspro riwayat order ilang timbul payah bgt
Abdul Hamid,bantu,5,Puas,1,bantu
Mah Yus,bagus layan,5,Puas,1,bagus layan
Adelina Simanjuntak,,5,Puas,1,
uday mohes,heran pake logout mulu update ttp kdalursa,5,Puas,1,heran pake logout mulu update ttp kdalursa
Markun Cung,suka pake maxim klo fitus chat foto ny biar mudah titik jemput mksh maxim sukses,5,Puas,1,suka pake maxim klo fitus chat foto ny biar mudah titik jemput mksh maxim sukses
Ronaldi,logid aplikasi,1,Tidak Puas,2,logid aplikasi
Rakhmad Gunawan,driver bandara cgk stasiun senen matok harga pdahal aplikasi gila aplikasi bsa kasih bintang drivernya,1,Tidak Puas,2,driver bandara cgk stasiun senen matok harga pdahal aplikasi gila aplikasi bsa kasih bintang drivernya
Dicky Tampubolon,bagus da,5,Puas,1,bagus da
Cahya Budi,bagus layan costumer blokir driver ojek maxim situ tagih rupiah pas tuju tagih langsung babibu malas protes ya kasih nunggu nyampe jemput lebih aplikasi gitu ya harap fitur blokir driver semena mena gitu,3,Netral,0,bagus layan costumer blokir driver ojek maxim situ tagih rupiah pas tuju tagih langsung babibu malas protes ya kasih nunggu nyampe jemput lebih aplikasi gitu ya harap fitur blokir driver semena mena gitu
Bagus Wiwin,maxim ojek bantu dlm transportasi jalan,5,Puas,1,maxim ojek bantu dlm transportasi jalan
Fitron Pahlevi,ok,5,Puas,1,ok
Naufal Ilham,ok,5,Puas,1,ok
Rico Rico,sesuai dg harap best,5,Puas,1,sesuai dg harap best
ogie moe,tolong bantu ringan anggur,5,Puas,1,tolong bantu ringan anggur
Ikan Duyung,ken apk kalo mxim car orang liat harga tarif ongkos kalo orang liat kemanaaa ya cari tau tolobg kasi tau jawab ya gays,4,Puas,1,ken apk kalo mxim car orang liat harga tarif ongkos kalo orang liat kemanaaa ya cari tau tolobg kasi tau jawab ya gays
Hendri Hery,bagus murah,5,Puas,1,bagus murah
Abiyan Abiyan,bagus,5,Puas,1,bagus
Asyifa Catur,makasii maxime ngebantu bngtt plis,5,Puas,1,makasii maxime ngebantu bngtt plis
Rio Aprilyanta,tegas keras maxim ewallet kaspro karna rugi blokir saldo lanjur top kecewa,1,Tidak Puas,2,tegas keras maxim ewallet kaspro karna rugi blokir saldo lanjur top kecewa
Luthfi Putra Pratama,tolong kontak customer service masukin handphone sulit ya tulis salah kirim minta pas nge klik login tolong masalah aplikasi user kecewa puas mohon sehera balas,1,Tidak Puas,2,tolong kontak customer service masukin handphone sulit ya tulis salah kirim minta pas nge klik login tolong masalah aplikasi user kecewa puas mohon sehera balas
Raja Pantura,pakai apk maxim,1,Tidak Puas,2,pakai apk maxim
Alpri Yansah,mu pake aplikasi inh,4,Puas,1,mu pake aplikasi inh
Aji Lutfi,eror,1,Tidak Puas,2,eror
Iis perdanaa227,isi kaspro cek sisa pakai amanah maxim tolong baik sistem rugi,1,Tidak Puas,2,isi kaspro cek sisa pakai amanah maxim tolong baik sistem rugi
Arif Nurhidayat,login sms verif coba anjir bikin mood bikin males,1,Tidak Puas,2,login sms verif coba anjir bikin mood bikin males
Ya Sudah,blokir akun fiktif driver mulu rugi,1,Tidak Puas,2,blokir akun fiktif driver mulu rugi
Ai Syah,maxim percaya kemarin jadi sma turun ko beda ya harga,2,Tidak Puas,2,maxim percaya kemarin jadi sma turun ko beda ya harga
rio Xyroo,bagus murah cepat layan,5,Puas,1,bagus murah cepat layan
Keysha Devi,operasi sulit kirim pesan menu,1,Tidak Puas,2,operasi sulit kirim pesan menu
wahyu rizky,driver ramah tarif murah,5,Puas,1,driver ramah tarif murah
okto kehi,trimakasih,5,Puas,1,trimakasih
Arie Susanti,bantu,5,Puas,1,bantu
M_ sendi,masuk layan sayah ajah heran,1,Tidak Puas,2,masuk layan sayah ajah heran
SUYADI LOVE ASTANING,tolong ya baik apk customernya custumer pasu alamat sama google nama orang jual susah coustumernya klo coustumer tau jln gang orang jual jus,5,Puas,1,tolong ya baik apk customernya custumer pasu alamat sama google nama orang jual susah coustumernya klo coustumer tau jln gang orang jual jus
Andieni Qalby,apk dongo login susah,1,Tidak Puas,2,apk dongo login susah
mass piirang,senang pake apk,5,Puas,1,senang pake apk
Shazia Farasyaa1288,jahat banget kemaren pesan maxim car suruh cancel bayar sesuai aplikasi bayar sesuai harga bayar ngasih bayar sesuai hendak pdhl urgent kerumh sakit bawa mama obat,1,Tidak Puas,2,jahat banget kemaren pesan maxim car suruh cancel bayar sesuai aplikasi bayar sesuai harga bayar ngasih bayar sesuai hendak pdhl urgent kerumh sakit bawa mama obat
Febrie Kim,tolong kalo pilih driver motor layak order dapet motor jelek takut bahaya jalan selektif kalo daftar ojol titik lokasi kirim foto deh biar,5,Puas,1,tolong kalo pilih driver motor layak order dapet motor jelek takut bahaya jalan selektif kalo daftar ojol titik lokasi kirim foto deh biar
Dewi Febri,isi maxim walet kena admin isi rb kena admin nyesel walet maxim mending bayar cash aj drpd byr pake maxim wallet,1,Tidak Puas,2,isi maxim walet kena admin isi rb kena admin nyesel walet maxim mending bayar cash aj drpd byr pake maxim wallet
Novi,isi kaspro rekening akun maxim nggak masuk direfresh,1,Tidak Puas,2,isi kaspro rekening akun maxim nggak masuk direfresh
